CheeseId,CheeseName,ManufacturerName,ManufacturerProvCode,ManufacturingType,WebSite,FatContentPercent,MoisturePercent,Particularities,Flavour,Characteristics,Ripening,Organic,CategoryType,MilkType,MilkTreatmentType,RindType,LastUpdateDate
2153,Grand Manitou (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,0.00,0.00,"A mix of cow, goat and sheep's milk",A cream and butter flavor,N/A,N/A,false,Soft Cheese,"Cow, Goat and Ewe",N/A,N/A,2016-02-03
2154,Funambule (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,0.00,0.00,N/A,Hazelnut flavour,N/A,N/A,false,Soft Cheese,Goat,N/A,N/A,2016-02-03
2155,Caillé (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,0.00,0.00,N/A,"It is available in mild or salted with pepper, herbs or honey",N/A,N/A,false,Fresh Cheese,Goat,N/A,N/A,2016-02-03
2156,Apéro (L'),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2157,Biqueron de Lanaudière (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2158,Du Charme,Fromagerie La Vache à Maillotte,QC,Artisan,http://www.vacheamaillotte.com/en/home/home.cfm,27.00,42.00,N/A,Nutty flavour,N/A,45 days,false,Semi-soft Cheese,Goat,Pasteurized,N/A,2016-02-03
2159,Cheddar de Chèvre (Fromagerie l'Ancêtre),Fromagerie l'Ancêtre,QC,Artisan,http://www.fromagerieancetre.com/fr/,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,No Rind,2016-02-03
2160,Tremblay (Le),Fromagerie L'Autre Versant,QC,Farmstead,N/A,33.00,47.00,N/A,Fresh butter and almond,N/A,N/A,false,Soft Cheese,Cow,Raw Milk,N/A,2016-02-03
2161,Brie Haute Voltige (Le),Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2162,Valbert,Fromagerie Lehman,QC,Farmstead,N/A,0.00,0.00,The Valbert is made in limited quantities and is mainly sold at the cheese factory,Hazelnut and warm butter flavor,N/A,N/A,false,Firm Cheese,Cow,Raw Milk,Washed Rind,2016-02-03
2163,Fraîche de St-Sixte (La),Fromagerie Les Folies Bergères (La),QC,Artisan,http://www.lafromagerielesfoliesbergeres.ca,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,No Rind,2016-02-03
2164,Fou Fou Feta (Le),Fromagerie Les Folies Bergères (La),QC,Artisan,http://www.lafromagerielesfoliesbergeres.ca,0.00,0.00,N/A,"It is available natural, seasonned with mild roasted red peppers and in canola oil with pepper",N/A,unripened,false,Soft Cheese,Ewe,N/A,No Rind,2016-02-03
2165,Apprenti Sorcier (L'),Fromagerie Les Folies Bergères (La),QC,Artisan,http://www.lafromagerielesfoliesbergeres.ca,0.00,0.00,Made with 50% Ewe's milk and 50% Cow's milk,Delicate taste,N/A,N/A,false,Soft Cheese,Ewe and Cow,N/A,N/A,2016-02-03
2166,Jupon Frivole (Le),Fromagerie Les Folies Bergères (La),QC,Artisan,http://www.lafromagerielesfoliesbergeres.ca,0.00,0.00,N/A,N/A,N/A,N/A,false,Soft Cheese,Ewe,N/A,N/A,2016-02-03
2167,Coulée Douce (La),Fromagerie Les Folies Bergères (La),QC,Artisan,http://www.lafromagerielesfoliesbergeres.ca,0.00,0.00,The rind is washed with a local cider,It has a earthy taste,N/A,N/A,false,Semi-soft Cheese,Ewe,N/A,Washed Rind,2016-02-03
2168,Capriole (La),Fromagerie Les Folies Bergères (La),QC,Artisan,http://www.lafromagerielesfoliesbergeres.ca,0.00,0.00,The rind is washed in a strawberry wine (Le zéphyr du Domaine du Mont Vézeau),The goat taste is mild and without bitterness,N/A,N/A,false,Semi-soft Cheese,Goat,N/A,Washed Rind,2016-02-03
2169,Petite Démone (La),Fromagerie Les Folies Bergères (La),QC,Artisan,http://www.lafromagerielesfoliesbergeres.ca,0.00,0.00,N/A,"Available in plain, fines herbes and mild red peppers",N/A,N/A,false,Soft Cheese,Goat,N/A,N/A,2016-02-03
2170,Sorcière Bien Aimée (La),Fromagerie Les Folies Bergères (La),QC,Artisan,http://www.lafromagerielesfoliesbergeres.ca,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2171,Crazy Goat,Fromagerie Les Folies Bergères (La),QC,Artisan,http://www.lafromagerielesfoliesbergeres.ca,0.00,0.00,N/A,N/A,Greek style Feta,N/A,false,N/A,N/A,N/A,No Rind,2016-02-03
2172,Trois Petits Princes (Les),Fromagerie Madame Chèvre (Woolwich Dairy),QC,Industrial,N/A,0.00,0.00,N/A,N/A,N/A,N/A,false,Soft Cheese,Goat,N/A,N/A,2016-02-03
2187,Vailloche (La),Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2188,Monsieur Émile,Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2189,Pyramide (La),Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2190,Tuyau de Poêle (Le),Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2191,Charbonnier (Le),Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2192,Chabin (Le),Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2193,Écu (L'),Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2194,Bastringue (La),Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2195,Pitoune (La),Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2196,Charrue (La),Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2197,Beurasse (La),Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2198,Garnottes (Les),Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2199,Feta (La) Fromagerie Ruban Bleu,Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2200,Choco-chèvre,Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2201,Proveletti (Galati Cheese Company),Galati Cheese Company,ON,Industrial,http://www.galaticheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-04-14
2202,Puitri (Galati Cheese Company),Galati Cheese Company,ON,Industrial,http://www.galaticheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-04-14
2203,Tuma (Galati Cheese Company),Galati Cheese Company,ON,Industrial,http://www.galaticheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-04-14
2204,Trece (Galati Cheese Company),Galati Cheese Company,ON,Industrial,http://www.galaticheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-04-14
2205,Zoncolan (Galati Cheese Company),Galati Cheese Company,ON,Industrial,http://www.galaticheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-04-14
2206,Uniondale (Galati Cheese Company),Galati Cheese Company,ON,Industrial,http://www.galaticheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-04-14
2207,Glengarry Fen (The),Glengarry Fine Cheese,ON,Artisan,http://http://www.glengarryfinecheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,Hard Cheese,Cow,N/A,N/A,2016-04-14
2208,Goat Milk Mozzarella (Happy Days Dairy),Happy Days Dairies,BC,Farmstead,http://www.happydaysdairy.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,No Rind,2016-02-03
2209,Fromage à la Crème (Hilary's Fine Cheeses),Hilary's Fine Cheeses,BC,Artisan,http://www.hilaryscheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,Fresh Cheese,N/A,N/A,No Rind,2016-02-03
2210,Quark (Hilary's Fine Cheeses),Hilary's Fine Cheeses,BC,Artisan,http://www.hilaryscheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,N/A,N/A,N/A,2016-02-03
2211,Chèvre (Hilary's Fine Cheeses),Hilary's Fine Cheeses,BC,Artisan,http://www.hilaryscheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2212,Sacré Bleu,Hilary's Fine Cheeses,BC,Artisan,http://www.hilaryscheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,Veined Cheeses,N/A,N/A,N/A,2016-02-03
2213,Valley Blue,Hilary's Fine Cheeses,BC,Artisan,http://www.hilaryscheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,Veined Cheeses,N/A,N/A,N/A,2016-02-03
2214,Santa Lucia Fior' di Latte,International Cheese Company,ON,Industrial,http://www.internationalcheese.ca/index.php,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,N/A,N/A,N/A,2016-02-03
2215,Santa Lucia Aged Parmesan (International Cheese Company),International Cheese Company,ON,Industrial,http://www.internationalcheese.ca/index.php,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,N/A,N/A,N/A,2016-02-03
2216,Passati,International Cheese Company,ON,Industrial,http://www.internationalcheese.ca/index.php,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,N/A,N/A,N/A,2016-02-03
2217,Parmesan Rivièra,Laiterie Chalifoux,QC,Industrial,http://www.laiteriechalifoux.com,27.00,32.00,N/A,Fruity sharp taste,N/A,12 months,false,Hard Cheese,Cow,N/A,No Rind,2016-02-03
2218,Origine de Charevoix (L'),Laiterie Charlevoix,QC,Industrial,http://www.fromagescharlevoix.com,27.00,54.00,Made with 100% milk from Canadienne cows,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2219,Arrowsmith,Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,0.00,0.00,N/A,N/A,N/A,N/A,false,Firm Cheese,Cow,N/A,N/A,2016-02-03
2220,Morning Strar,Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2221,Fromage Frais (Little Qualicum Cheeseworks),Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,0.00,0.00,N/A,N/A,N/A,None,false,Fresh Cheese,Cow,N/A,N/A,2016-02-03
2222,Olde Farmer Cheese (Little Qualicum Cheese),Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,N/A,N/A,No Rind,2016-02-03
2223,Bleu Claire,Little Qualicum Cheeseworks,BC,Artisan,http://www.cheeseworks.ca,0.00,0.00,N/A,N/A,N/A,N/A,false,Veined Cheeses,Cow,N/A,N/A,2016-02-03
2224,Tomme de Brebis de Charlevoix,Maison d'affinage Maurice Dufour (La),QC,Artisan,http://www.fromagefin.com,33.00,33.00,N/A,N/A,N/A,N/A,false,Firm Cheese,Ewe,N/A,Washed Rind,2016-02-03
2225,Bleu de Brebis de Charlevoix (Le),Maison d'affinage Maurice Dufour (La),QC,Artisan,http://www.fromagefin.com,28.00,41.00,N/A,N/A,N/A,N/A,false,Veined Cheeses,Ewe,N/A,N/A,2016-02-03
2226,Farmstead Feta (Moonstruck Organic Cheese),Moonstruck Organic Cheese,BC,Farmstead,http://www.moonstruckcheese.com,0.00,0.00,N/A,N/A,N/A,N/A,true,N/A,N/A,N/A,N/A,2016-02-03
2227,Sheep Feta (Mountain Meadow Sheep Dairy),Mountain Meadow Sheep Dairy,BC,Farmstead,http://www.sheepcheesecanada.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Ewe,N/A,No Rind,2016-02-03
2228,Parmadammer,Natural Pastures Cheese Company,BC,Artisan,http://www.naturalpastures.com,30.00,30.00,Rich nutty flavour,Saveur de noisette,N/A,N/A,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
2229,Pico,Portuguese Cheese Company,ON,Industrial,http://www.portuguesecheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,Semi-soft Cheese,Cow,N/A,N/A,2016-02-03
2230,Fior Di Latte (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2231,Tracchnio,Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2232,Cacciocavalo (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,Available plain or smoked,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2233,Buratta,Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2234,Bella Cassara Buffalo Mozzarella (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,Canadian Champion in it's category at the American Cheese Society in 2015,N/A,N/A,N/A,false,N/A,Buffalo Cow,N/A,N/A,2016-02-03
2235,Buffalo Ricota (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Buffalo Cow,N/A,N/A,2016-02-03
2236,Albert's Leap Full Leap Brie (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2237,Albert's Leap Half Leap Brie (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2238,Albert's Leap Leaping Blue (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,Smoke blue cheese,N/A,N/A,false,Veined Cheeses,Cow,N/A,N/A,2016-02-03
2239,Albert's Leap Leaping Buffalo Cheddar (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Buffalo Cow,N/A,No Rind,2016-02-03
2240,Albert's Leap Smokey Buffalo Cheddar (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Buffalo Cow,N/A,N/A,2016-02-03
2241,Albert's Leap Half Blue Leap Borgonzola (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2242,Albert's Leap Leaping Goat (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2243,Albert's Leap Full Buffalo Leap Aged Cheddar (Quality Cheese),Quality Cheese,ON,Industrial,http://www.qualitycheese.com,0.00,0.00,Cloth bound buffalo Cheddar,N/A,N/A,N/A,false,N/A,Buffalo Cow,N/A,N/A,2016-02-03
2244,Quark (Ran-Cher Acres),Ran-Cher Acres,NS,Farmstead,http://www.rancheracres.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2245,Parmesan (Ran-Cher Acres),Ran-Cher Acres,NS,Farmstead,http://www.rancheracres.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2246,Cream Chèvre (Ran-Cher Acres),Ran-Cher Acres,NS,Farmstead,http://www.rancheracres.com,0.00,0.00,N/A,Available in plain and herbs,N/A,N/A,false,N/A,Goat,N/A,No Rind,2016-02-03
2247,Fresh Chèvre (Ran-Cher Acres),Ran-Cher Acres,NS,Farmstead,http://www.rancheracres.com,0.00,0.00,N/A,N/A,N/A,N/A,false,Fresh Cheese,Goat,N/A,No Rind,2016-02-03
2248,Marcella,Salt Spring Island Cheese Company,BC,Artisan,http://www.saltspringcheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2249,Romelia,Salt Spring Island Cheese Company,BC,Artisan,http://www.saltspringcheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2250,Mozzarella (Scardillo Cheese),Scardillo Cheese (Flamingo Foods),BC,Industrial,http://www.scardillocheese.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2251,Krinos Goat Feta (Sheperd Gourmet Dairy),Shepherd Gourmet Dairy,ON,Artisan,http://www.shepherdgourmetdairy.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,Pasteurized,N/A,2016-02-03
2252,Krinos Feta (Shepherd Gourmet Dairy),Shepherd Gourmet Dairy,ON,Artisan,http://www.shepherdgourmetdairy.com,0.00,0.00,"Mixted milk, cow with goat's milk or sheep's milk",N/A,N/A,N/A,false,N/A,"Cow, Goat and Ewe",N/A,N/A,2016-02-03
2253,Saganaki,Skotidakis Goat Farm,ON,Industrial,http://www.skotidakis.com,0.00,0.00,Mixted milk: goat and cow,N/A,N/A,N/A,false,N/A,Cow and Goat,Pasteurized,N/A,2016-02-03
2254,Cretan Graviera,Skotidakis Goat Farm,ON,Industrial,http://www.skotidakis.com,0.00,0.00,Made with cow and goat's milk,N/A,N/A,N/A,false,N/A,Cow and Goat,Pasteurized,N/A,2016-02-03
2255,Edam (Sylvan Star Cheese Ltd),Sylvan Star Cheese,AB,Farmstead,http://www.sylvanstarcheesefarm.ca,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2256,Gruyere (Sylvan Star Cheese Ltd),Sylvan Star Cheese,AB,Farmstead,http://www.sylvanstarcheesefarm.ca,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Cow,N/A,N/A,2016-02-03
2257,Smeerkaas,That Dutchman's Farm,NS,Farmstead,http://www.denhoek.ca,0.00,0.00,Spreadable Gouda,N/A,N/A,N/A,false,Soft Cheese,Cow,N/A,N/A,2016-02-03
2258,Léo (Le) Cheddar,Trappe à fromage de l'Outaouais (La),QC,Industrial,http://www.trappeafromage.com,0.00,0.00,N/A,N/A,N/A,2 years,false,N/A,Cow,N/A,No Rind,2016-02-03
2259,Raclette (La Trappe à fromage de l'Outaouais),Trappe à fromage de l'Outaouais (La),QC,Industrial,http://www.trappeafromage.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,N/A,N/A,N/A,2016-02-03
2260,Farmer cheese (La trappe à formage de l'Outaouais),Trappe à fromage de l'Outaouais (La),QC,Industrial,http://www.trappeafromage.com,0.00,0.00,N/A,"Available in several flavours, herb and spice, hot peppers and onion and garlic",N/A,N/A,false,N/A,N/A,N/A,N/A,2016-02-03
2261,Colby (La Trappe à fromage de l'Outaouais),Trappe à fromage de l'Outaouais (La),QC,Industrial,http://www.trappeafromage.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,N/A,N/A,N/A,2016-02-03
2262,Brick (La Trappe à fromage de l'Ouataouais),Trappe à fromage de l'Outaouais (La),QC,Industrial,http://www.trappeafromage.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,N/A,N/A,N/A,2016-02-03
2263,Monterey Jack (La Trappe à fromage de l'Outaouais),Trappe à fromage de l'Outaouais (La),QC,Industrial,http://www.trappeafromage.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,N/A,N/A,N/A,2016-02-03
2264,Triple Cream Goat Brie (Woolwich Dairy),Woolwich Dairy,ON,Industrial,http://www.woolwichdairy.com,0.00,0.00,N/A,N/A,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2265,Tre Fratello,Woolwich Dairy,ON,Industrial,http://www.woolwichdairy.com,0.00,0.00,N/A,Rich and creamy,N/A,N/A,false,N/A,Goat,N/A,N/A,2016-02-03
2266,Golden Blyth,Blyth Farm Cheese Inc.,ON,Artisan,http://www.blythfarmcheese.ca,26.00,42.00,Lactose free,"Light taste, a caramel like flavor, with a mild saltiness","Cream colored body with a smooth, firm texture",1 year,false,Hard Cheese,Goat,Pasteurized,No Rind,2016-04-15
2267,Tomme Blanche,Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,"When young it has a soft, creamy texture that becomes harder and dryer with age.","It has a light fruity flavor which becomes more pronounced with time.  It is also available in cumin, pepper and mustard flavor.",It is a semi-soft cheese with a brushed natural rind.,minimum 2 months,true,Semi-soft Cheese,Goat,Pasteurized,Brushed Rind,2016-02-03
2268,Tintamarre (Le),Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,Its texture is creamy becoming runny with age.,"Mild, light and delicate taste of mushrooms and nuts.",N/A,3 weeks,false,Soft Cheese,Goat,Pasteurized,N/A,2016-02-03
2269,Petit Bayou (Le),Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,N/A,Light nutty flavor becoming drier and sharper with age,It's bloomy ivory rind can become spekled with blue when aging.,10 days minimum,true,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
2270,Choupet's (Le),Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,N/A,Light fruity taste becoming more pronounced with age.,N/A,10 day minimum,false,Soft Cheese,Goat,Pasteurized,No Rind,2016-02-03
2271,Saint Manu (Le),Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,"The bloomy white rind is dusted with ash from the maritime pine, giving it a distinctive appearance.",Light and fruity flavor.,Ash rind.,10 day minimum,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
2272,Faisselles (Les),Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,It can be used as a substitute for cream in soups and sauces.,It is lightly salted and comes in plain or garlic and chives.,It is creamy and spreadable.,2 days,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
2273,Cheddar,Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,It is pure white with no coloring added.,Mild taste becoming stronger with age.,N/A,4 months,false,Firm Cheese,Goat,Pasteurized,No Rind,2016-02-03
2274,Fromage en grain,Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,It squeaks as it should.,Light and salty.,N/A,None.,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
2275,Barbizon (Le),Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,Creamy texture.,Mild flavor.,Lactic goat cheese.,Minimum 10 days,false,Soft Cheese,Goat,Pasteurized,No Rind,2016-02-03
2276,Cabriolet (Le),Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,N/A,Mild mushroom and nut flavour.,Bloomy white rind.,3 weeks,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
2277,Acadiac (L'),Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,Rectangular brick covered in a bloomy white crust.,Young it has a light nutty flavor becoming more pungent with age.,N/A,10 days,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
2278,Petit Frais (Le),Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,No sugar or salt added.,"Fresh milk flavor, available in the following versions: Paprika and fines herbs",Fresh goat ladle-molded.,None,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
2279,Forban (Le),Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,It has a round shape.,Garlic and pepper flavor.,N/A,30 days in brine.,false,Semi-soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
2280,Feta,Fromagerie Au Fond Des Bois,NB,Farmstead,http://http://www.aufonddesbois.com/English/index.html,24.00,50.00,Goat feta ripened in a lighly salted brine.,N/A,It has a firm and chalky texture.,30 days in brine,false,Firm Cheese,Goat,Pasteurized,No Rind,2016-02-03
2281,Frère Chasseur (Le),Fromagerie Au Gré des Champs,QC,Artisan,http://www.augredeschamps.com,35.00,33.00,N/A,Candied fruit flavor with hints of caramel.,N/A,6 months,true,Firm Cheese,Cow,Raw Milk,N/A,2016-02-03
2282,Benedictus (Le),Fromagerie Abbaye de Saint-Benoît-du-Lac,QC,Artisan,http://www.st-benoit-du-lac.com/fromages/fromagerie.html,32.00,42.00,N/A,N/A,N/A,6 months,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
2283,Sheep Feta,River's Edge Goat Dairy,ON,Farmstead,http://goatmilkproducts.ca,25.00,50.00,The sheep milk comes from Wool Drift Farms in Ontario,Buttery taste,Creamy and smoothe,None,false,Fresh Cheese,Ewe,Pasteurized,N/A,2016-04-14
2284,Chèvre,River's Edge Goat Dairy,ON,Farmstead,http://goatmilkproducts.ca,19.00,35.00,1st place winner at the Royal Winter Fair in its category in 2010,A hint of natural sweetness,Smoothe and creamy,None,false,Fresh Cheese,Goat,Pasteurized,N/A,2016-04-14
2285,Fou Raide (Le),Fromagerie La Chaudière,QC,Farmstead,http://http://www.fromageslachaudiere.com/,27.00,44.00,Cheese Sticks,N/A,N/A,Unripened,false,Firm Cheese,Cow,N/A,No Rind,2016-02-03
2286,Ayoye!,Fromagerie La Chaudière,QC,Farmstead,http://http://www.fromageslachaudiere.com/,29.00,42.00,N/A,Subtle buttery flavor.,N/A,N/A,false,N/A,Cow,N/A,No Rind,2016-02-03
